"","01-HLB_221116_neg_iaMSMS_02.mzML","01-HLB_221116_neg_iaMSMS_03.mzML","01-HLB_221116_neg_iaMSMS_04.mzML","02-HLB_221116_neg_iaMSMS_01.mzML","02-HLB_221116_neg_iaMSMS_02.mzML","02-HLB_221116_neg_iaMSMS_03.mzML","02-HLB_221116_neg_iaMSMS_04.mzML","03-HLB_221116_neg_iaMSMS_01.mzML","03-HLB_221116_neg_iaMSMS_02.mzML","03-HLB_221116_neg_iaMSMS_03.mzML","03-HLB_221116_neg_iaMSMS_04.mzML","04-HLB_221116_neg_iaMSMS_01.mzML","04-HLB_221116_neg_iaMSMS_02.mzML","04-HLB_221116_neg_iaMSMS_03.mzML","04-HLB_221116_neg_iaMSMS_04.mzML","05-HLB_221116_neg_iaMSMS_01.mzML","05-HLB_221116_neg_iaMSMS_02.mzML","05-HLB_221116_neg_iaMSMS_03.mzML","05-HLB_221116_neg_iaMSMS_04.mzML","06-HLB_221116_neg_iaMSMS_01.mzML","06-HLB_221116_neg_iaMSMS_02.mzML","06-HLB_221116_neg_iaMSMS_03.mzML","06-HLB_221116_neg_iaMSMS_04.mzML","07-HLB_221116_neg_iaMSMS_01.mzML","07-HLB_221116_neg_iaMSMS_02.mzML","07-HLB_221116_neg_iaMSMS_03.mzML","07-HLB_221116_neg_iaMSMS_04.mzML","08-HLB_221116_neg_iaMSMS_01.mzML","08-HLB_221116_neg_iaMSMS_02.mzML","08-HLB_221116_neg_iaMSMS_03.mzML","08-HLB_221116_neg_iaMSMS_04.mzML","09-HLB_221116_neg_iaMSMS_01.mzML","09-HLB_221116_neg_iaMSMS_02.mzML","09-HLB_221116_neg_iaMSMS_03.mzML","09-HLB_221116_neg_iaMSMS_04.mzML","10-HLB_221116_neg_iaMSMS_01.mzML","10-HLB_221116_neg_iaMSMS_02.mzML","10-HLB_221116_neg_iaMSMS_03.mzML","10-HLB_221116_neg_iaMSMS_04.mzML","11-HLB_221116_neg_iaMSMS_01.mzML","11-HLB_221116_neg_iaMSMS_02.mzML","11-HLB_221116_neg_iaMSMS_03.mzML","11-HLB_221116_neg_iaMSMS_04.mzML","12-HLB_221116_neg_iaMSMS_01.mzML","12-HLB_221116_neg_iaMSMS_02.mzML","12-HLB_221116_neg_iaMSMS_03.mzML","12-HLB_221116_neg_iaMSMS_04.mzML","13-HLB_221116_neg_iaMSMS_01.mzML","13-HLB_221116_neg_iaMSMS_02.mzML","13-HLB_221116_neg_iaMSMS_03.mzML","13-HLB_221116_neg_iaMSMS_04.mzML","14-HLB_221116_neg_iaMSMS_r01.mzML","14-HLB_221116_neg_iaMSMS_r02.mzML","14-HLB_221116_neg_iaMSMS_r03.mzML","14-HLB_221116_neg_iaMSMS_r04.mzML","16-HLB_221116_neg_iaMSMS_01.mzML","16-HLB_221116_neg_iaMSMS_02.mzML","16-HLB_221116_neg_iaMSMS_03.mzML","16-HLB_221116_neg_iaMSMS_04.mzML","17-HLB_221116_neg_iaMSMS_02.mzML","17-HLB_221116_neg_iaMSMS_03.mzML","17-HLB_221116_neg_iaMSMS_04.mzML","18-HLB_221116_neg_iaMSMS_04.mzML","19-HLB_221116_neg_iaMSMS_01.mzML","19-HLB_221116_neg_iaMSMS_02.mzML","19-HLB_221116_neg_iaMSMS_03.mzML","19-HLB_221116_neg_iaMSMS_04.mzML","20-HLB_221116_neg_iaMSMS_01.mzML","20-HLB_221116_neg_iaMSMS_02.mzML","20-HLB_221116_neg_iaMSMS_03.mzML","20-HLB_221116_neg_iaMSMS_04.mzML"
"19604_503.281_11.297",754.0793,550.5747,501.41992,101.01827,94.175514,123.692894,231.4045,1117.0155,1547.9261,884.34,1613.5841,2306.332,3290.3997,2408.8232,2156.6511,2605.0342,3903.9126,3147.0842,2152.4368,3554.8323,2783.644,3623.4617,2235.545,6536.818,5252.3784,4781.475,4676.9717,5924.0596,6181.6895,5623.298,3895.928,2635.687,3018.1355,2193.5864,2127.2578,4149.5747,4902.132,3156.2852,4385.6016,0,0,0,0,4319.6787,7337.581,5880.595,4456.149,317.1389,234.10309,301.80963,226.65527,917.113,821.5213,968.6053,990.55164,0,0,0,0,0,0,0,0,1321.7894,1220.2518,1363.4908,2193.4478,0,0,0,15.892182
"17980_503.282_10.745",549.88074,570.3396,599.8551,200.99489,123.4504,178.84618,159.4944,1108.0785,1157.1185,977.8044,1074.4951,1756.1251,2247.1218,1976.5431,2021.0657,2134.431,2137.0908,1922.8798,2053.5386,2016.7139,1643.2314,1850.5751,4068.446,4057.507,4080.646,3797.353,3383.8386,5885.8076,6082.1494,3192.709,6123.535,2027.5027,1940.3883,3966.7634,1793.1606,2722.709,3068.8284,3386.0266,3339.1545,0,0,0,0,4187.6196,3875.2297,4338.2437,4809.53,353.064,366.6219,288.90536,423.9223,1230.5728,1506.8179,1423.4276,1380.4342,8.897726,0,17.972618,0,0,0,0,0,2021.0973,1924.34,1952.055,1507.5834,0,0,0,0
"27097_503.283_14.122",3132.6597,3385.0298,3443.526,467.11127,329.36673,353.21063,279.6027,3904.7869,3798.916,3956.134,3591.6736,2772.8003,2723.9834,2712.4424,2897.646,22510.373,2185.8477,22236.133,2218.55,5259.573,5165.383,3122.0547,5735.1313,21754.275,21892.717,21792.895,22227.451,3422.7812,3441.4255,3488.459,3547.4111,1881.2798,1587.6527,1777.2504,1908.7136,5405.5146,5472.4683,5526.086,5589.522,0,9.169344,0,0,14685.99,14346.469,14527.559,14420.171,1344.3179,1604.2422,1956.1348,2115.232,4322.5845,4376.004,4462.7944,4445.509,0,0,0,0,0,0,0,0,3116.7476,3392.007,3271.879,3252.501,0,0,0,0
"33313_503.283_16.24",114.30089,233.5122,96.18631,37.477715,15.427082,24.27347,0,391.82333,316.528,416.05008,397.72946,144.74637,177.9973,756.1445,286.11273,1950.7057,2037.177,1858.9738,2055.4338,460.45776,366.7635,448.96732,349.78632,1939.1898,1846.5826,1926.307,1987.8865,326.23758,244.60924,372.40808,373.11514,40.442787,123.63443,116.13284,47.114025,710.02625,702.3903,691.47266,723.0438,0,0,0,0,1322.9443,1138.4972,1296.6061,1357.6318,245.88152,252.80998,348.777,235.09888,314.89368,1104.5544,938.3811,429.42474,10.687958,0,0,0,0,0,0,0,329.17786,256.78348,230.62167,188.83147,0,0,0,0
"33514_503.284_16.367",543.24164,117.84604,342.1374,59.252254,105.054504,96.04182,54.05654,1151.8605,616.8774,1104.8788,630.9938,401.12628,657.95233,478.779,480.1638,4138.6797,4009.0754,2136.0647,4289.3135,609.9322,511.72113,659.75073,1214.1298,4084.3005,4183.1416,5226.467,4191.284,472.11948,492.7982,469.80597,427.24622,104.37302,169.13333,195.88184,277.58536,1129.4156,1208.5607,1127.4692,1174.8442,0,0,0,0,3007.545,2893.4148,2797.7146,2731.6765,479.0249,743.794,380.8023,395.4846,672.35547,565.5021,562.97424,946.46063,0,0,0,0,0,0,0,0,469.50333,554.64966,412.39648,579.8071,0,7.1929016,0,0
"23506_504.219_12.793",1069.8658,973.5852,1103.8613,419.29535,441.48447,466.65143,465.05255,1849.0461,1967.3158,2042.4009,1796.8988,1734.2642,1656.3622,1675.3214,1579.8129,3371.2478,3124.1794,3083.8726,3104.317,3542.9236,3415.759,3589.319,3660.5896,3721.375,3644.9495,3604.7976,3231.2524,2093.7686,1931.6744,1840.6758,1822.0953,2080.764,1872.9167,1954.3601,1872.1484,3134.2915,3162.1782,3249.386,2814.4082,0,0,0,0,3497.2175,3333.111,3071.7664,3214.3386,937.92993,956.31586,888.48883,955.4027,732.36316,821.1961,918.90967,1076.2838,0,0,0,0,0,0,0,0,1843.8738,1813.6476,1853.3499,1786.4518,0,10.451292,0,0
"2481_504.971_5.861",311.53897,312.97446,372.78915,389.9432,399.24225,436.56293,724.8274,1055.316,687.7888,586.5025,766.47437,720.6405,1057.429,461.47037,352.93036,1293.5908,638.3483,1432.397,933.30817,526.4986,1276.7363,467.56082,403.04706,1621.9451,1352.218,1429.551,1888.8618,436.68665,460.48505,811.7467,308.46985,643.13434,366.40396,387.63486,355.85443,1391.4427,1410.1504,1251.9578,1357.2281,8.910698,0,0,0,2339.1077,889.0934,1956.1027,1784.636,565.4132,945.25604,612.5032,455.68954,862.68567,1712.3635,914.85455,1762.2623,0,0,0,0,9.96259,0,0,0,390.30164,343.24527,401.5525,669.52625,0,0,0,22.119186
"2900_504.972_6.121",154.66898,157.90616,40.959175,156.30847,279.3122,214.35678,210.32144,1423.7932,718.85315,386.12326,229.86859,789.1906,352.31757,380.86334,0,1550.6309,732.53925,1242.1465,1672.9302,544.2025,274.50574,256.1947,492.36514,1961.0359,2081.715,2189.5183,1706.7234,1162.6404,266.7895,455.34552,283.86554,224.05179,388.20087,308.263,367.03375,675.64996,1698.7385,1383.3062,2034.7809,8.271593,0,26.22651,0,1343.4159,540.61566,1196.0468,2154.932,238.21536,400.48077,401.67682,389.77887,800.063,1581.1246,1932.5654,1609.108,13.378781,9.789552,0,0,10.075199,0,26.857597,23.413452,224.72427,432.73633,396.1543,297.55386,25.336407,15.075544,33.762657,51.066063
"3522_504.973_6.573",169.1533,356.8304,270.65845,371.01324,319.58337,316.80908,366.1697,1325.4152,1419.5337,1637.0752,1560.8746,240.53687,439.6311,439.1249,941.0215,1740.2717,1491.2274,850.2379,1699.099,533.0531,412.79514,1077.7985,614.7961,852.84436,786.72473,1505.1718,750.01526,498.78815,178.49898,382.09567,422.8579,323.04608,330.54034,413.37775,802.92194,786.5165,1623.2423,611.5444,747.8305,0,0,0,0,1228.1824,3011.3074,1132.7455,3164.9397,565.34106,905.95245,748.92194,919.5015,1795.0839,2037.789,1748.9069,1809.6024,12.609777,0,0,21.276646,0,0,0,0,258.21967,195.51636,229.83694,329.49966,0,7.625778,0,0
"12631_505.235_9.546",1904.8358,1993.3156,1965.2634,1177.957,1261.1599,1266.2085,1239.098,3116.7422,3342.771,3537.3596,2905.0942,2432.701,2810.7324,2568.5396,2556.779,3983.5095,4004.238,4153.3486,4023.9814,3149.137,3119.0964,3248.0347,3296.6729,3875.7495,4094.1064,4188.3843,4106.9937,3424.435,3103.6475,3096.739,3147.0881,2505.0586,2602.7764,2590.817,2435.8643,4591.2485,4182.3716,4364.8076,4222.8633,0,0,0,0,4542.7754,4890.0273,5471.114,4351.571,2424.8264,2335.9429,2469.7908,2313.5068,3127.6775,3205.6501,3394.3452,3391.0476,0,0,0,12.988434,0,0,0,0,2721.0283,2744.3516,2778.9104,2928.6594,0,0,10.309839,0
"35326_505.249_17.329",333.4921,370.81464,471.94073,259.15378,278.65396,325.17078,327.57007,221.52292,236.17787,225.34158,281.101,360.52954,350.7854,413.27182,319.78625,545.723,433.3828,462.3321,603.1607,1348.4238,1148.3916,1383.7637,1556.2222,1444.7637,1429.9877,1765.0145,1566.5376,329.99332,288.27942,316.7956,313.94452,708.5645,532.10876,527.654,612.10364,792.02563,670.9308,810.97394,815.7034,25.347767,0,0,0,732.9032,695.4305,656.80334,715.6984,538.4878,558.93005,622.2696,534.78687,416.7608,492.37692,389.1057,453.77655,0,0,18.161484,0,0,0,0,0,468.43668,443.88446,534.22217,511.12616,0,0,0,0
"32017_505.249_15.556",37.8612,82.12599,0,0,0,0,0,36.022556,40.582787,44.908134,103.94589,33.958996,33.203846,0,0,1232.073,1038.6116,1268.7484,1221.7578,209.92825,61.16208,245.03261,125.33888,1478.4423,1579.0796,1831.4572,1976.7091,64.936134,27.284302,66.92724,149.39511,0,34.79809,18.99752,0,340.5327,186.4289,385.3943,115.28176,0,0,0,0,460.99197,512.16406,553.8968,844.284,23.132378,62.251007,36.466084,101.92011,46.625984,91.14072,0,0,0,10.774984,0,0,0,0,0,0,55.506645,34.081306,48.897377,0,0,0,0,0
"28282_505.256_14.523",1072.7543,1218.7488,667.12744,106.34495,66.88454,136.16145,161.4526,2118.9238,2278.9854,2128.6885,2368.64,1859.1113,1875.1263,1976.6575,2091.2446,6830.3423,7225.4536,7132.4204,7251.7373,3499.4883,3284.357,3722.2964,3470.8914,14995.579,15017.37,12548.4,12672.46,2438.611,2262.7925,2455.9478,2224.9292,1519.298,1409.7217,1437.736,1689.9626,4401.9136,4412.8013,4699.2144,4582.7715,0,0,0,0,8282.595,7945.022,8094.1084,9223.621,558.5354,503.45456,623.5703,1045.9454,988.26184,2065.5935,2070.8982,1604.3354,0,0,12.658424,20.844994,7.403596,0,0,0,1636.5192,2099.2576,2107.1018,1969.2694,11.268544,0,13.5758,0
"27414_505.256_14.247",608.26685,723.4468,699.26227,38.042454,58.475227,95.29754,28.684996,1908.6125,2326.154,1377.6007,1965.852,1683.9956,1421.0586,1420.2694,1071.8381,19103.535,18736.135,18383.83,19904.324,5824.5615,5694.7866,5711.8086,6447.1353,31822.752,31216.322,34777.74,31514.871,3604.2705,2377.9993,2651.3672,2716.7075,1114.8654,1499.9058,1175.3331,1088.2723,5891.6616,5948.455,5806.3413,5932.6978,0,0,0,22.738922,17326.178,15359.562,15647.985,15286.381,1119.8411,522.94476,958.8673,896.74945,1279.6512,1751.5286,1854.2157,2018.3839,0,0,0,0,0,0,0,0,1403.59,1487.3549,1442.6436,1352.7118,6.7909045,9.050018,0,0
"33240_505.257_16.212",79.37799,215.66408,136.51443,23.248676,60.489765,57.38911,32.851944,789.40753,765.58856,751.6688,820.84595,565.32074,532.8053,505.91956,610.95667,5322.545,5404.714,5422.6533,5409.161,1455.4956,1535.2332,1454.0775,1418.3363,8017.668,8033.5327,8126.4497,7952.674,949.5375,988.3383,754.5798,920.3831,500.0565,470.99112,416.16052,449.4718,1623.7488,1794.0281,1794.9801,1871.1624,0,0,0,0,3011.8389,2928.0388,3137.0557,2970.7275,422.15875,399.3005,399.2513,400.40286,558.34674,705.07556,441.1925,535.00916,0,0,0,0,0,0,0,0,643.6266,522.36475,572.83466,699.07587,0,0,0,0
"25577_505.259_13.637",39.293255,0,30.505035,12.742952,14.22727,0,43.06022,46.42932,91.27734,123.55,47.617912,36.724777,124.06848,77.25246,46.63674,469.69006,197.68423,618.9254,708.53424,236.27988,85.09792,68.04022,402.93634,1424.6604,1459.6555,1386.7479,1463.8779,209.8647,93.86437,100.24786,430.34366,101.56596,83.059845,76.292305,115.23323,158.27435,157.68088,98.9981,146.35536,0,0,0,0,706.11945,922.39233,854.82983,810.9647,39.435036,21.078798,81.98215,46.097916,80.21833,147.01305,57.870636,81.84207,0,0,0,0,0,0,0,0,36.691658,56.604652,117.98677,54.71611,0,0,0,0
"8165_505.259_8.193",122.812485,146.8627,98.14172,38.47238,23.12845,18.327847,57.78411,347.46838,343.20654,334.7682,424.3984,233.96599,259.65738,346.18182,237.63353,576.98755,585.1846,584.48486,634.0571,413.70172,397.13525,430.39493,453.45667,1316.0366,1310.6686,1350.3381,1486.8105,659.1576,551.3646,584.84406,698.21454,246.79607,297.2945,239.29684,197.58289,497.84454,1255.5975,1235.633,1254.1906,0,0,0,0,3124.3499,4627.6357,3034.9563,4884.137,259.28705,190.25565,157.3069,228.95056,896.3976,842.95856,912.2379,836.18024,0,7.41477,0,0,0,0,0,0,849.48987,916.8293,961.9826,989.6952,0,0,0,0
"11341_505.259_9.108",160.05667,112.34495,244.08134,36.40744,108.017715,112.343094,97.15811,447.85922,552.24414,553.68744,476.82767,397.70996,315.02484,348.19452,284.80682,760.8512,776.24274,765.4311,702.4619,449.42862,425.90018,404.03848,328.3329,1115.0414,921.10126,1028.0139,1029.9308,673.5128,632.71826,518.5758,551.52405,321.2739,319.66418,282.5306,297.4639,1090.4243,1015.31384,1067.382,1141.4734,0,0,0,0,2827.5244,2449.5662,2628.3315,2650.8005,374.26205,391.9143,456.10565,415.59918,1060.7449,1137.8187,1081.283,1004.0294,0,0,0,0,0,0,0,0,956.88153,947.2377,1029.6022,929.8267,5.6627975,7.1025667,9.141503,0
"6629_505.261_7.883",25.150528,66.93107,36.479977,12.596283,10.26967,13.372736,0,315.6539,302.59482,269.16013,297.8288,121.35664,139.96796,66.17749,138.94565,450.16248,460.1803,554.9975,462.5219,217.90758,217.5651,283.87643,209.69601,765.4814,844.43976,946.39294,1086.2739,283.78708,258.57492,226.37343,256.56427,174.13072,155.63858,186.6161,155.14453,1315.6317,1332.2279,1244.0485,1219.4158,0,0,0,0,4274.5186,4131.4,4244.4414,4229.6484,175.63547,131.93436,122.89149,179.41988,970.2939,1095.1831,1053.9677,1041.9508,0,0,0,18.00137,0,0,0,0,862.9949,914.5005,846.46277,1012.33795,0,0,0,0
"39405_506.202_18.721",13.892526,14.69839,0,12.40122,10.945644,18.069622,0,14.66279,0,23.543932,25.627518,1176.6989,1052.2097,1144.1387,1102.6722,20.640123,13.719658,29.65835,0,11.232702,29.54107,0,27.42988,3562.4648,3466.1172,3417.3032,3383.1887,9.54748,12.206766,38.899406,22.416672,12.953615,14.602448,0,0,0,0,39.41365,0,0,14.056831,19.153088,63.54274,0,24.43166,21.597383,84.03184,3328.6448,3356.863,3315.3303,3504.819,11.285976,220.10359,230.11296,0,9.403133,13.111254,35.492615,0,0,21.382317,0,0,2200.435,2258.0798,1932.9437,2098.9155,13.434757,30.607918,12.733979,0
"28292_506.257_14.526",188.65979,241.51941,254.1777,19.926853,10.171167,0,18.417593,386.7125,348.89307,365.94052,429.0715,341.51654,373.69983,346.38348,555.36206,1074.6342,1124.888,1165.0393,2114.3828,818.37836,554.17303,1004.935,1192.5404,2139.391,2134.8945,3424.975,1994.6564,408.24802,415.916,663.4606,383.78226,291.58548,162.82205,333.32776,336.60892,641.96423,839.3784,1240.6383,772.4608,0,0,0,0,1396.0332,1347.1221,1309.575,2079.968,144.07426,125.1515,109.47755,140.63132,319.30475,464.2218,524.7291,410.14774,0,0,0,17.017307,0,0,0,0,688.8584,628.5945,478.59906,487.12936,0,0,18.564571,0
"41903_506.287_19.984",22.977564,0,20.527134,30.115324,16.503538,43.93704,16.650938,12.31487,12.907796,32.480038,46.05944,27.583494,17.446869,74.26778,22.497871,249.4201,104.37065,323.78955,163.73239,111.816345,46.582634,113.63428,0,48.138817,35.531536,31.26975,35.17897,2939.956,2865.0605,2909.266,2840.6104,50.583313,93.58365,80.04776,57.9935,31.932163,60.9927,41.274193,51.092052,22.904095,25.415098,92.32474,58.584507,77.76482,151.92354,96.5414,136.64302,10.329837,19.944084,21.142784,47.48278,62.793236,21.777666,54.233566,98.78066,19.588457,83.70073,61.531105,544.77435,219.30774,369.1479,824.2342,133.68802,175.28136,176.52252,143.66458,174.4154,253.51022,139.90012,279.95715,343.26456
"4203_506.943_7.055",0,0,0,36.221855,40.523327,0,41.75888,0,0,0,0,0,0,0,0,0,0,0,0,0,45.48181,33.651787,0,0,0,0,0,0,0,0,0,0,0,34.358032,0,0,0,0,0,246.12482,295.63858,301.25595,352.32068,0,0,0,0,0,0,0,0,0,0,0,0,661.04596,637.94696,640.02374,640.43634,429.5376,415.71997,487.205,445.1294,0,0,0,0,553.4524,655.96313,606.45935,518.12836
"2180_507.006_5.555",52.831886,84.090225,21.89626,100.29338,32.507946,108.667305,80.33272,187.3253,249.37762,140.14345,144.691,415.7849,389.62976,359.00797,431.96368,172.12625,328.46228,310.07346,372.24954,408.53726,377.00665,399.81528,429.52942,323.4482,500.05258,435.31433,406.63306,405.0835,470.12228,419.53577,614.4523,193.75131,281.1474,243.36542,382.55704,260.94037,330.49908,480.90265,349.2121,0,0,0,0,82.77013,404.26907,456.93384,286.4418,122.53869,87.87037,119.22764,90.153824,143.20656,122.81869,0,0,0,0,0,0,0,0,0,0,254.90236,274.30405,0,224.35745,0,0,0,17.73427
"38788_507.022_18.41",172.70528,109.65739,64.89563,196.14885,113.2485,198.61472,205.18045,184.95654,173.01654,198.62682,233.78596,376.29443,290.0891,323.82382,280.54474,779.3862,772.2407,637.7291,689.69916,430.0031,591.41284,588.093,599.3503,302.35306,451.1396,359.16238,343.63654,34.103622,38.28,127.19451,72.61974,316.4414,295.35486,318.39066,290.44385,225.15318,298.8074,290.6995,388.1985,163.63467,205.85341,222.26283,112.61277,158.23453,186.60109,198.72345,134.7824,17.912872,28.204748,59.929573,51.033543,356.16013,407.92374,273.05115,439.9892,39.755325,36.41321,43.348503,161.97536,39.050133,63.636986,47.585808,265.60727,69.83844,50.649998,0,97.55817,24.140821,34.40757,146.04994,31.32645
"3056_507.094_6.22",0,0,0,28.407566,0,20.69962,0,16.372902,37.961407,0,49.689606,79.39641,31.492579,29.657177,0,46.614952,87.3935,62.802776,24.215244,70.40456,70.34241,0,18.464676,368.92816,343.94806,376.27194,381.8513,198.9255,162.72253,214.0979,192.48502,27.02721,0,23.843452,58.197792,72.449066,120.38915,128.81148,169.27953,935.67346,981.89606,913.1702,1019.56354,322.89893,347.87204,208.13643,309.1658,38.67226,51.532265,88.050156,18.323772,294.47156,368.15195,359.8529,347.8781,1249.0704,1292.5901,1396.2913,1386.3497,2300.9775,2343.1843,1987.0089,2200.9739,61.30056,121.92087,207.45181,200.92946,855.9391,766.72363,806.93475,843.16705
"9393_507.208_8.648",39.400337,22.835526,19.66627,18.69978,12.672035,15.749222,23.296421,133.21928,161.88078,241.18149,218.95438,192.38788,182.7965,149.30765,198.52965,490.26538,398.07745,419.3203,535.5024,257.599,256.12747,236.30191,358.63687,890.4514,785.4101,1308.195,1441.4396,221.55472,359.71902,342.42368,287.25363,210.01709,248.10622,232.66666,137.16324,663.21814,561.671,688.6375,870.145,11.055997,0,0,0,1694.191,2298.1895,1752.3417,3033.549,64.93374,26.2515,95.04291,58.107735,439.5479,470.1064,372.63504,630.65625,17.133163,0,0,0,0,0,32.363155,0,151.11008,103.62017,147.96213,393.1394,0,0,0,27.73674
"9344_507.212_8.64",9.855838,22.835526,19.66627,10.202969,12.672035,15.749222,23.296421,133.21928,45.044617,67.3766,145.0455,49.301353,49.768814,92.265816,114.02672,355.54913,275.65155,277.49988,433.08234,48.605263,184.09619,156.57846,400.59503,566.27655,717.1766,808.1121,475.7926,182.3908,225.08899,275.1895,213.58307,109.769325,116.41205,222.18436,133.71387,767.47473,740.7227,759.1215,1160.1339,11.055997,0,0,0,1377.0127,1719.0958,1583.7856,2023.9558,19.428215,0,29.741451,25.815914,389.14584,203.99954,404.79742,455.732,7.651263,0,0,0,11.2551,0,0,0,272.44525,170.60495,338.5364,188.81319,0,0,0,0
"21063_507.232_12.023",549.28845,935.2064,893.7269,75.37769,139.76047,186.69405,96.351685,811.59283,1377.1384,879.8874,838.2766,868.7829,944.12946,1002.9917,606.84827,4624.3213,4568.6704,4814.151,4750.724,1669.2251,1503.4883,2134.0623,1443.7244,9465.036,9457.775,9447.971,9542.8955,1420.6241,2011.7452,1336.699,1268.904,631.1032,989.89966,841.6675,1053.2896,2852.866,3066.0535,2889.8242,3002.7712,0,0,0,0,7411.74,7438.908,7671.3857,4464.8647,432.35202,366.16382,424.49902,434.94757,532.4753,1164.2949,1155.6366,1285.8792,0,9.912632,0,15.326396,0,0,17.40201,0,1181.5671,1049.6633,1086.0264,1677.1672,0,9.412151,0,0
"12504_507.232_9.434",83.450615,88.91052,103.72119,22.827965,15.065313,151.73555,0,259.09613,286.8338,256.53644,273.20523,182.00562,174.65942,210.38843,174.84201,528.71405,588.54486,601.3187,667.1685,318.8098,314.3334,317.63382,389.47018,1521.5525,1613.746,1699.8314,2049.3499,385.24435,387.7703,426.5594,428.39554,157.20288,154.17259,190.26562,161.73326,2030.6825,1472.0455,1637.9633,1940.7485,0,0,0,0,4469.545,4545.769,4379.3457,4521.9873,90.338936,63.369164,77.07674,77.154236,800.67523,1002.48584,1059.013,1025.175,9.136798,7.8182745,11.707342,0,0,0,0,0,514.3143,730.73267,736.1828,763.1033,0,0,0,0
"19144_507.233_11.097",241.31439,250.49199,405.9982,9.141495,12.771736,0,18.925613,244.72023,110.36586,424.21024,359.34534,377.5066,610.07666,641.4945,585.54785,1445.7019,2070.6865,1790.6261,1993.75,465.02567,494.90436,505.9805,550.9213,7259.195,6561.352,6098.9604,6713.789,1356.2334,1124.4559,1788.5765,1559.7196,379.33035,526.32184,479.34326,448.10892,2367.4993,1758.4827,2418.1084,2334.5503,0,0,0,0,4970.0396,4776.2114,5420.914,4908.487,24.110931,52.762257,36.442055,0,746.64124,703.15094,670.0674,896.8998,9.734613,0,0,0,0,0,0,0,770.28864,784.3163,698.4157,734.3251,15.70859,0,0,0
"20907_507.234_11.931",493.15115,518.8519,216.59497,21.37875,27.808792,0,0,608.9907,713.1018,541.48,738.74194,897.43256,594.3578,499.88892,394.54083,4476.5093,4522.482,4726.9243,4969.9253,1956.5137,1588.8873,1652.8187,2284.0461,13190.978,13480.021,13981.577,13456.434,2343.7974,1859.5444,2000.2719,973.75464,1262.5549,472.5048,454.87793,444.99802,4269.1167,4465.813,4853.66,4356.4746,0,0,0,0,9659.387,9480.689,9777.933,3180.7056,222.32529,206.14519,200.29495,227.7121,1116.3567,1889.7899,806.9337,1077.484,0,0,0,0,0,0,0,0,1085.8857,1151.6923,887.8705,1308.2966,0,9.412151,0,0
"19417_507.234_11.259",205.1025,289.20544,181.60684,11.348501,13.020946,12.396118,17.755882,344.98975,428.84955,408.11462,394.97308,629.9792,523.3132,688.7814,594.4735,966.8217,1657.21,1730.949,1048.8792,640.65234,645.96924,530.4704,832.1315,6413.077,7165.1797,6632.5874,7135.7124,1881.8074,1824.872,1539.1398,1318.0231,780.8695,607.85095,960.9779,643.3935,2031.6965,2572.1162,2926.5532,2737.48,0,0,0,0,5751.0234,6092.5684,6051.852,4373.3965,55.29923,42.500984,164.06985,62.973686,799.9918,716.4597,645.07446,901.122,0,0,0,0,0,0,0,0,818.9989,914.3612,755.3707,938.66693,0,5.927088,11.17502,0
"24550_507.239_13.169",144.89653,193.63174,161.88177,17.346983,44.522903,22.373514,31.425085,226.69876,123.588646,183.72566,217.11346,263.81165,233.99341,258.36758,174.53018,1184.7445,1066.5499,1037.4775,1011.9807,316.67902,375.73874,216.9733,353.7132,1334.1235,1495.1179,1300.0325,1377.4249,176.74051,235.34218,206.84422,107.733284,232.4996,193.9413,176.9865,217.8181,575.6835,520.38654,570.21515,696.68396,0,0,0,0,2238.8267,2185.472,2133.8984,2530.9148,89.7879,26.222063,149.59473,130.20294,285.8395,217.75641,318.864,373.37988,0,0,14.2256,0,0,0,0,21.840857,331.5136,185.18385,284.49518,281.47125,9.965889,8.011429,0,24.244068
"33250_507.253_16.211",34.122364,203.43852,73.1066,8.204335,0,17.100191,25.049911,244.76807,273.79407,330.2646,295.35242,211.6566,313.81863,192.48907,276.13818,2014.8436,2166.5369,1894.7699,2253.3823,507.929,440.90488,728.4953,681.70734,3097.9485,3264.2969,3353.8892,3044.2812,446.6826,371.16208,481.9332,498.89746,167.35724,89.23175,154.17465,117.12182,705.0366,578.55835,736.5629,804.2524,0,0,0,0,1343.857,1134.5269,1327.3737,1300.9291,140.01411,49.753437,146.08646,140.61232,181.18858,30.663654,202.71858,165.8519,0,9.478165,0,0,0,0,31.204048,0,232.9701,111.751755,121.442154,147.06961,0,0,0,0
"38983_507.265_18.535",235.65019,218.95982,257.17404,155.03407,137.40799,130.18906,126.13221,120.205765,136.64676,139.71065,91.453156,128.10413,109.869545,128.47238,82.80037,303.83765,297.01987,322.13156,366.05612,657.7414,701.338,584.10266,769.05304,597.9703,759.0785,786.09705,625.72894,145.8863,168.4444,261.23575,211.35205,190.82346,234.0287,334.219,258.81247,333.04114,371.47693,304.59543,399.26984,14.600501,8.48679,0,0,258.7193,264.74036,368.20538,346.03174,61.30149,137.01044,92.613785,84.930664,154.35107,156.6218,192.96964,0,33.331127,11.389296,36.036236,41.669453,15.288022,24.170397,29.526901,0,120.059586,155.98192,219.70029,165.43741,20.333027,26.719402,0,0
