"","01-HLB_221116_pos_iaMSMS_01.mzML","01-HLB_221116_pos_iaMSMS_02.mzML","01-HLB_221116_pos_iaMSMS_03.mzML","01-HLB_221116_pos_iaMSMS_04.mzML","02-HLB_221116_pos_iaMSMS_01.mzML","02-HLB_221116_pos_iaMSMS_02.mzML","02-HLB_221116_pos_iaMSMS_03.mzML","02-HLB_221116_pos_iaMSMS_04.mzML","03-HLB_221116_pos_iaMSMS_01.mzML","03-HLB_221116_pos_iaMSMS_02.mzML","03-HLB_221116_pos_iaMSMS_03.mzML","03-HLB_221116_pos_iaMSMS_04.mzML","04-HLB_221116_pos_iaMSMS_01.mzML","04-HLB_221116_pos_iaMSMS_02.mzML","04-HLB_221116_pos_iaMSMS_03.mzML","04-HLB_221116_pos_iaMSMS_04.mzML","05-HLB_221116_pos_iaMSMS_01.mzML","05-HLB_221116_pos_iaMSMS_02.mzML","05-HLB_221116_pos_iaMSMS_03.mzML","05-HLB_221116_pos_iaMSMS_04.mzML","06-HLB_221116_pos_iaMSMS_01.mzML","06-HLB_221116_pos_iaMSMS_02.mzML","06-HLB_221116_pos_iaMSMS_03.mzML","06-HLB_221116_pos_iaMSMS_04.mzML","07-HLB_221116_pos_iaMSMS_01.mzML","07-HLB_221116_pos_iaMSMS_02.mzML","07-HLB_221116_pos_iaMSMS_03.mzML","07-HLB_221116_pos_iaMSMS_04.mzML","08-HLB_221116_pos_iaMSMS_01.mzML","08-HLB_221116_pos_iaMSMS_02.mzML","08-HLB_221116_pos_iaMSMS_03.mzML","08-HLB_221116_pos_iaMSMS_04.mzML","09-HLB_221116_pos_iaMSMS_01.mzML","09-HLB_221116_pos_iaMSMS_02.mzML","09-HLB_221116_pos_iaMSMS_03.mzML","09-HLB_221116_pos_iaMSMS_04.mzML","10-HLB_221116_pos_iaMSMS_01.mzML","10-HLB_221116_pos_iaMSMS_02.mzML","10-HLB_221116_pos_iaMSMS_03.mzML","10-HLB_221116_pos_iaMSMS_04.mzML","11-HLB_221116_pos_iaMSMS_01.mzML","11-HLB_221116_pos_iaMSMS_02.mzML","11-HLB_221116_pos_iaMSMS_03.mzML","11-HLB_221116_pos_iaMSMS_04.mzML","12-HLB_221116_pos_iaMSMS_01.mzML","12-HLB_221116_pos_iaMSMS_02.mzML","12-HLB_221116_pos_iaMSMS_03.mzML","12-HLB_221116_pos_iaMSMS_04.mzML","13-HLB_221116_pos_iaMSMS_01.mzML","13-HLB_221116_pos_iaMSMS_02.mzML","13-HLB_221116_pos_iaMSMS_03.mzML","13-HLB_221116_pos_iaMSMS_04.mzML","14-HLB_221116_pos_iaMSMS_01.mzML","14-HLB_221116_pos_iaMSMS_02.mzML","14-HLB_221116_pos_iaMSMS_03.mzML","14-HLB_221116_pos_iaMSMS_04.mzML","16-HLB_221116_pos_iaMSMS_01.mzML","16-HLB_221116_pos_iaMSMS_02.mzML","16-HLB_221116_pos_iaMSMS_03.mzML","16-HLB_221116_pos_iaMSMS_04.mzML","17-HLB_221116_pos_iaMSMS_01.mzML","17-HLB_221116_pos_iaMSMS_02.mzML","17-HLB_221116_pos_iaMSMS_03.mzML","17-HLB_221116_pos_iaMSMS_04.mzML","18-HLB_221116_pos_iaMSMS_01.mzML","18-HLB_221116_pos_iaMSMS_02.mzML","18-HLB_221116_pos_iaMSMS_03.mzML","18-HLB_221116_pos_iaMSMS_04.mzML","19-HLB_221116_pos_iaMSMS_01.mzML","19-HLB_221116_pos_iaMSMS_02.mzML","19-HLB_221116_pos_iaMSMS_03.mzML","19-HLB_221116_pos_iaMSMS_04.mzML","20-HLB_221116_pos_iaMSMS_01.mzML","20-HLB_221116_pos_iaMSMS_02.mzML","20-HLB_221116_pos_iaMSMS_03.mzML","20-HLB_221116_pos_iaMSMS_04.mzML"
"8791_457.398_16.901",710.4706,562.958,604.8975,616.75397,191.4986,174.78134,165.67682,145.81007,203.26122,202.52437,177.67406,142.17276,247.79385,284.33383,208.53802,230.56296,1284.3324,1377.4302,1255.8844,1281.9067,995.0077,1101.5786,1071.2269,1000.97546,1133.5922,1207.0394,999.2263,1170.3469,0,106.72423,83.96946,131.19284,529.2917,528.25366,524.8467,514.03455,535.9668,607.9062,502.56772,570.02264,83.7207,15.384271,64.27748,26.615223,574.4065,612.40814,626.40967,583.7186,278.3309,302.4083,275.47488,266.23743,464.62967,345.9294,539.16754,295.50165,50.22716,50.80972,62.930748,61.00245,103.9165,60.66111,108.3569,84.99374,55.69438,51.32933,85.38669,37.513054,507.01465,491.31503,463.38666,499.48734,79.7228,116.686714,96.23682,93.04732
"250_458.232_5.097",44.20126,45.60251,50.968178,32.029102,29.071787,37.410385,26.458559,35.257294,93.82299,94.96055,106.69564,74.894104,163.37917,205.89156,172.8526,156.05983,626.2755,566.26996,592.98157,636.0689,950.9743,971.65985,970.7299,990.01385,1460.202,1417.7358,1539.7993,1471.5154,1201.1602,1190.8254,1131.4812,1172.5734,503.26584,443.15247,547.47266,644.3084,788.5966,735.97394,854.6344,882.0345,0,0,0,0,741.25055,754.4281,844.6785,798.6823,88.99533,93.95616,115.748055,97.392715,348.9278,333.39282,241.69426,346.56317,9.127655,0,0,0,0,0,0,0,8.770634,0,0,0,1119.1674,1120.9637,1062.4965,1063.5253,0,0,0,0
"285_458.232_5.229",56.89872,62.103752,54.439445,53.32081,58.68456,42.373398,51.87287,46.890068,76.33328,107.42546,93.409485,83.93361,318.32605,150.77855,314.34918,335.65726,1371.4518,1297.652,1313.878,1372.1487,2568.441,2527.8765,2551.0808,2540.338,2967.3079,2822.4827,2924.9812,3050.0518,1886.3116,1829.2966,1682.9998,1920.8274,1174.4884,1200.172,1412.5378,1287.6278,1523.1715,1455.2965,1291.8579,1399.2039,0,0,0,0,876.8506,854.9777,1256.5914,1173.473,113.53186,89.57344,85.26189,69.705444,371.3366,287.755,427.96774,295.30096,0,6.8002896,0,0,0,0,0,0,0,0,0,0,1513.7559,1499.3186,1606.838,1501.2908,0,0,0,0
"458_458.232_5.888",190.15854,177.95874,174.16296,160.53232,94.306625,123.24698,118.68495,119.90979,311.99344,312.0606,287.79428,346.15952,1628.9406,1495.9252,1626.9252,1727.2893,2556.585,2509.5063,2317.2798,2638.5972,5321.128,5235.391,5454.596,5038.4814,7299.9653,7122.0195,7526.591,7564.7944,5711.82,5896.208,6140.058,5823.4673,2449.9592,2425.2566,2488.8748,2754.2822,2923.7734,3022.203,2944.546,2904.5264,3.7769783,0,0,0,2504.8594,2525.654,2737.7866,2566.4038,284.63242,278.64093,298.014,288.8057,1610.1287,1554.856,1672.3911,1571.9619,0,0,0,0,0,0,0,0,0,0,0,0,4150.376,4456.76,3938.3542,4265.389,0,0,0,0
"356_458.232_5.553",197.56732,204.34337,171.44102,216.38942,0,148.89159,0,122.17152,0,0,0,0,1494.5852,1628.9601,1474.0691,1604.3535,3545.2783,3660.611,3384.6997,3364.2893,5764.5356,6159.0933,6402.621,5549.933,7340.703,7309.125,7246.3193,7018.174,5090.571,5523.786,5338.7783,5404.405,2977.6997,3068.203,2660.0771,3095.7244,2224.515,2211.4688,2370.5146,2219.004,0,0,0,0,2000.6276,1750.3362,1849.6821,1961.3612,0,306.16547,242.44208,259.62988,1442.1,1402.4314,1388.1134,1349.1906,0,0,0,0,0,0,0,0,0,0,0,0,3843.9465,3882.6045,3867.0024,3871.6047,0,0,0,0
"957_458.236_6.801",116.677475,122.698074,84.72798,103.36922,26.993494,5.046934,24.48713,38.455208,30.953758,56.41091,66.77464,83.30286,163.3916,166.29984,153.58485,124.570015,512.5151,473.35858,441.10486,585.2999,396.48468,403.4049,440.51282,700.96155,474.82327,381.86343,540.7569,546.4944,604.89856,760.9266,707.4728,1051.8492,209.63498,178.87613,199.33,256.3956,313.71985,263.80927,337.5169,334.48615,0,0,0,0,284.53513,125.66747,0,166.70505,15.456865,35.066254,44.183342,0,232.51782,159.94324,212.81584,189.57443,15.274788,18.550684,10.046381,14.468058,7.9193726,6.2434254,0,0,0,0,0,0,264.29504,324.89072,316.48822,274.22888,0,0,18.30186,0
"830_458.241_6.613",0,7.712228,0,0,7.0997725,0,0,0,0,12.105917,0,13.945277,0,26.869715,0,0,0,0,0,0,13.3477,0,0,0,22.152878,14.741547,0,0,0,38.33857,0,0,0,0,36.10821,0,16.96427,25.726358,0,53.674435,183.62729,172.15033,154.26442,147.52037,24.16644,0,0,0,20.676626,6.0631866,0,25.787457,12.714317,12.105999,0,0,802.9164,833.37067,836.432,906.6865,321.1382,429.9483,319.64594,320.04794,608.5579,493.26105,550.906,276.91644,28.226566,68.83387,40.76309,26.535334,20.421453,23.424118,52.46489,40.683395
"3733_458.277_9.39",410.06558,437.3692,375.14493,557.49615,184.42061,240.68387,230.12419,228.23524,825.474,974.0372,794.7189,1016.515,296.80823,287.4342,278.8141,268.81998,657.27,757.87317,791.6483,726.1425,234.05966,163.1346,205.82748,170.20573,690.32263,955.46906,758.38025,769.78345,233.22504,202.58278,189.20459,238.96362,202.57909,190.77126,188.10634,180.93576,1237.065,1872.996,1798.5834,1398.4445,0,0,0,0,4132.5156,3488.8606,3511.3306,3037.3276,575.4494,611.23505,684.92426,440.5923,894.34924,1005.5416,767.70276,784.2258,0,0,0,14.033831,0,0,0,0,0,4.510429,10.490279,0,580.3788,569.5082,529.8473,410.58618,0,0,0,0
"3166_458.28_8.95",272.12112,276.7707,243.63545,222.76279,129.82455,104.39496,159.56754,138.64966,575.7173,634.7816,683.2249,598.8894,166.82185,171.72931,128.12837,165.98064,461.58252,526.6014,525.71423,467.01794,170.2499,130.16724,139.6983,122.519295,436.44443,486.78836,488.222,345.52005,0,56.478004,99.42804,0,113.85645,92.78607,0,164.94852,1042.8328,788.32666,915.5769,1074.0723,0,0,0,0,2832.643,2774.018,3167.6853,2838.9526,263.24005,278.00677,260.60437,333.01776,650.985,588.4671,726.8693,558.8141,0,0,0,0,13.884132,19.851915,0,0,7.777898,0,0,23.924492,356.83176,300.70673,347.4615,356.17578,11.574278,6.1941724,0,0
"3173_458.281_8.949",165.80563,276.7707,262.91293,241.44995,129.82455,122.72179,126.87015,116.19624,593.22504,564.07654,542.6985,407.02948,273.26645,198.82927,224.8106,221.38281,492.73883,552.94037,525.71423,516.55585,170.2499,200.35559,139.6983,141.5263,1729.937,772.44885,488.222,1857.4663,255.31805,252.75815,144.05746,261.08856,161.16006,155.10425,140.6921,129.31754,1104.6368,1005.77795,1057.6212,1074.0723,0,0,0,0,2994.899,2961.8271,2909.853,2866.3394,333.59006,278.00677,284.0983,333.01776,701.8086,662.1144,735.13245,594.8459,0,0,0,0,13.884132,0,0,14.985605,7.777898,0,0,19.073334,394.4848,376.5238,304.35016,356.17578,0,6.1941724,0,0
"10393_458.292_19.289",192.24738,245.51904,273.49442,271.5836,156.75754,170.48235,172.20006,186.15994,180.20279,121.90388,184.36919,123.42791,180.91513,154.77568,191.2326,110.47282,69.0444,96.42452,108.254456,167.29025,365.56,362.24152,379.372,378.26797,81.05096,30.549412,39.028877,50.90174,154.95512,125.914825,160.16475,159.43967,536.80115,647.50165,514.0544,676.5304,165.5301,129.95331,163.41171,200.6028,5379.801,5200.2935,5163.724,5301.574,46.357986,54.85868,39.90039,0,161.8228,148.369,145.5824,153.75018,307.56482,327.56207,314.4731,292.8871,3686.8342,3758.2795,3931.4512,4140.506,2635.212,2572.9465,2634.3123,2705.534,4725.5913,4988.54,4980.594,4801.699,199.87236,213.82166,194.07391,149.44812,4393.406,4487.7026,4298.3945,4503.7593
"10250_458.293_19.046",44.82064,94.97876,91.61194,73.1071,23.462711,81.405624,54.56809,41.175835,97.51045,80.281784,77.82844,43.149216,76.01968,89.24333,88.344215,101.08435,0,31.347483,0,0,178.2821,215.08656,147.2415,108.06001,21.092302,0,0,0,43.542732,23.847687,38.015327,0,263.1573,240.80977,241.20032,218.01018,61.008797,29.838366,85.1729,64.927086,1473.483,1548.7928,1608.7855,1701.5869,0,0,21.138525,0,0,0,0,58.856743,93.914024,155.59947,147.9105,179.27245,1205.1533,1225.5924,1083.4763,1225.5232,1095.5452,928.441,944.8553,1074.1388,1665.2012,1530.8406,1724.4069,1774.5741,88.74208,36.398342,0,95.941605,1546.407,1644.0421,1585.4408,1514.4407
"1605_458.307_7.618",111.171104,126.04014,100.24384,0,43.437424,32.444324,52.403473,40.719387,336.1089,273.61346,230.47678,316.14508,105.73782,161.95323,179.91658,161.21823,467.39026,502.99747,514.0967,500.85217,195.74133,198.2905,193.2477,175.30872,755.6406,726.8502,828.44336,831.2035,252.89362,182.9966,219.20041,236.25461,131.27457,123.94373,0,114.50107,658.4579,776.465,804.4136,811.2409,0,0,0,11.940222,2268.2224,2314.1157,2428.4924,2332.1282,79.64338,115.77345,68.041374,135.21176,690.6596,757.8611,673.0768,638.9974,6.7624187,0,0,0,0,14.771056,0,0,0,0,0,0,399.81467,385.66315,408.56326,323.48706,0,0,0,0
"5978_458.307_12.491",289.5329,296.34723,250.45085,301.9905,47.584923,51.71703,55.132404,40.83716,260.5526,331.94968,287.6017,296.51028,758.98804,902.81476,947.2795,549.2014,601.5338,609.0048,753.319,1037.6207,737.3159,642.3131,621.04315,637.0505,1385.1655,928.2182,1214.4889,1016.65906,1060.8438,1016.15796,711.478,1131.077,524.5729,550.0026,465.5188,385.06586,581.41296,868.3183,695.331,514.6413,0,0,10.455929,0,765.3745,780.71924,859.3286,684.55566,64.84071,95.4413,80.604744,99.91409,380.42383,350.5185,349.33105,266.87863,0,15.241596,0,0,22.897573,0,0,0,0,0,0,8.018679,411.8283,331.9048,345.63263,301.32782,0,8.92901,0,0
"7213_458.308_14.282",23.626165,47.163586,25.769918,79.598404,15.199341,0,0,0,136.62234,130.8162,136.57086,149.10855,165.994,354.2398,378.42636,263.57834,358.04703,328.40918,352.97083,312.5883,303.1082,274.25073,297.71918,290.4217,1220.2003,1590.5216,1190.5775,586.0823,383.72556,306.8675,336.39868,310.85638,228.86897,202.72542,206.68967,184.8681,388.3372,352.09262,366.0898,262.51215,8.77,0,0,0,570.1325,1523.4897,1070.065,1642.5044,23.87248,34.14627,67.54437,44.07956,115.31488,155.6742,120.279854,132.00777,0,8.628109,11.119383,8.883159,0,4.3256893,0,0,0,0,13.785635,0,189.60136,177.931,206.7884,182.37782,0,0,0,0
"6585_458.309_13.307",205.10713,174.61061,158.75348,165.27075,40.231667,15.749056,23.359318,21.143242,170.8728,195.37341,167.5596,179.32819,344.6358,992.8664,386.59973,383.25934,552.9635,615.68243,466.83856,904.3549,909.2601,488.51273,676.2345,456.2268,965.3291,807.2474,1170.3046,632.7773,1213.8286,798.1436,760.0957,770.55756,309.9069,349.20084,240.75479,301.11673,1259.003,492.07202,397.16388,535.906,5.9994574,0,0,0,831.621,871.9221,921.20984,788.9495,57.670147,28.356768,0,0,271.16507,269.60187,196.43059,230.466,0,0,0,0,17.054667,0,0,0,0,0,0,0,298.532,276.10803,295.8427,245.45276,17.069775,0,0,0
"9884_458.309_18.488",40.785255,79.600815,57.40083,141.45088,54.3349,44.45961,42.26872,76.66078,80.89764,58.936657,68.05106,72.99843,41.136726,0,0,0,115.47024,132.65694,143.9951,89.04433,77.80419,58.724182,94.64145,79.11036,121.31434,87.80988,99.09206,131.7013,92.56077,52.170303,78.09825,0,96.74507,65.33797,70.165344,99.53075,69.922066,21.449081,0,0,140.46582,152.5104,144.52031,0,76.76752,119.92693,66.94559,48.05225,54.322033,39.366478,0,82.88565,92.00699,21.899618,56.284233,45.38023,201.82812,223.51505,206.46379,186.40845,170.99434,180.72366,187.37013,139.76776,175.26598,163.68536,158.38722,160.76474,64.4515,102.40656,103.090454,90.04074,1939.0522,1985.6329,2051.7783,1906.1235
"6726_458.309_13.614",136.53398,133.11935,107.80047,104.202995,9.122732,27.005955,10.225023,22.658077,192.90652,156.18307,0,135.82285,192.45314,239.95132,132.04599,221.71617,754.35065,473.21204,534.06116,762.3644,286.4509,360.82898,343.94284,347.5572,532.58624,487.07217,717.9349,733.362,352.91187,313.20438,254.90694,361.92697,272.26917,307.5895,227.30063,261.0891,381.6518,379.47076,403.5756,384.74228,14.665421,4.740533,0,0,668.70825,590.10486,862.0857,431.70978,9.86974,9.293582,0,63.503998,228.76831,210.3076,117.414795,206.27367,7.5675,0,0,0,6.7639413,0,0,0,6.1804013,0,9.127571,0,97.17668,191.78217,160.73941,144.11159,0,0,0,0
"3689_459.216_9.35",69.25462,102.35576,82.42833,100.69202,195.50122,328.866,322.53296,322.86084,0,96.51752,0,186.30705,339.69492,536.86914,377.2964,306.40692,0,0,169.35431,146.00577,115.52478,280.16174,199.98071,226.04106,0,0,177.65598,0,401.46436,564.27466,541.866,0,312.80615,277.95132,183.3848,282.19507,178.38383,176.27942,253.47604,0,485.10394,481.45093,480.54663,448.06714,0,0,0,0,218.02563,180.85455,0,262.91388,0,311.66296,295.91605,273.80112,2007.0531,2009.287,1816.1948,2094.2378,716.6938,823.8804,920.57,979.6564,1283.9993,1124.6726,992.54456,1072.7163,342.20157,432.6003,324.2602,352.9112,1383.2115,1409.3367,1373.0294,1336.3988
"451_459.235_5.888",46.953537,43.76005,44.290653,43.35532,0,0,9.98712,10.30044,85.836426,67.87206,77.74769,72.63048,351.40848,348.1589,386.8212,357.33893,592.6818,651.36273,505.90533,497.46497,1207.9768,1173.1528,1068.0109,1155.0532,1693.9775,1723.4213,1520.0061,1708.821,1345.6703,1370.1443,1210.0918,1229.3057,468.12863,571.38434,579.0266,560.15045,730.54504,694.3433,653.71436,732.76746,0,0,0,0,595.5798,621.4366,530.24725,581.3279,62.482246,39.682602,94.97856,82.7247,374.89615,361.04578,486.2144,359.38867,0,0,0,0,0,0,9.988944,16.86158,8.232058,0,0,20.316494,1058.4393,988.73773,886.43744,871.5555,0,0,0,0
"348_459.236_5.533",32.786205,41.060074,0,59.431915,41.9294,49.553215,0,0,73.86557,51.504936,99.877716,77.82672,288.5539,265.88766,182.01483,276.9757,395.07895,531.1836,0,524.244,1062.0011,869.9249,945.2617,698.1134,859.92883,923.9277,874.89465,0,929.70795,663.69434,810.462,1225.3167,393.2753,427.9613,0,454.84247,0,0,0,0,0,0,0,0,0,0,0,0,54.789734,0,0,0,0,0,0,0,0,0,9.507821,0,13.181853,0,0,0,0,0,0,0,534.6741,484.3933,0,495.75336,0,0,0,0
"3637_459.29_9.297",3436.494,3339.0515,3508.5498,3006.8708,2128.7693,2288.6736,2283.2703,2132.9395,5804.87,5857.6177,5611.218,6094.6777,5672.541,5685.927,5635.994,5254.8223,10167.22,10809.438,11270.68,11616.859,7908.384,8189.82,7671.1377,8026.0347,11694.587,11767.678,13285.309,12172.133,8135.621,7988.914,8263.298,7429.048,5031.7456,5103.6953,5008.7324,5563.9395,10843.283,10874.702,11319.126,10640.894,0,72.58327,0,0,19046.555,19046.533,20344.91,20452.781,4639.8677,4096.1553,4035.6968,3641.3027,9403.768,10036.518,10264.332,9787.882,0,20.658623,0,31.051022,0,0,0,0,77.02675,0,0,48.14878,8764.307,8665.727,9205.093,8308.295,38.188072,0,39.631615,0
"5255_459.292_11.094",119.92916,99.12701,101.91347,0,14.604343,16.07779,0,25.773058,178.07166,179.77174,115.93553,153.576,296.4302,317.1842,257.93307,270.71942,420.28125,448.49152,412.06628,513.2539,428.703,400.70978,529.3992,279.0356,899.2583,942.1148,895.5179,849.3194,759.71594,467.62534,541.478,551.7068,334.70135,286.88593,277.122,388.85632,886.36566,1333.4421,758.5889,856.047,0,0,14.592257,22.346468,1192.325,1373.4662,1397.6332,1425.1042,65.12086,58.239132,53.317627,29.131966,295.45648,266.58038,172.056,217.46982,0,7.1187115,12.201081,0,19.016903,6.981044,0,0,8.652833,6.132867,0,0,319.78842,368.154,348.38568,416.8859,8.699108,7.247834,0,0
"5176_459.293_10.912",262.3855,253.55643,206.762,269.0271,48.145435,73.99929,0,97.564995,833.1354,925.94775,838.30554,946.7997,1562.4447,1492.8518,1503.6876,1550.4769,1785.3666,1714.2942,1690.7333,1842.1521,1835.2786,1755.8268,1665.8883,1712.275,3707.1235,4870.311,4859.771,4651.023,2504.4429,2420.4722,2325.586,2397.127,1565.2388,1674.5144,1634.5479,1551.1382,2073.0952,2881.0286,2903.5974,4064.5376,8.646772,0,0,0,4293.1055,4238.9487,2408.9778,3939.0522,251.17755,200.12338,238.14742,150.94707,1272.9257,1166.7208,1792.0159,1337.5607,7.3901906,6.5997505,0,0,0,4.5195837,0,18.024761,0,7.0804358,0,7.4447746,1968.8298,1843.6982,1466.7178,1438.3458,4.3156977,0,4.9320955,9.432719
"4984_459.293_10.739",126.37363,152.97546,120.96301,103.72065,39.36062,15.544089,60.671444,22.372887,291.76828,301.18564,229.85382,262.44107,733.33844,581.69476,645.71106,921.2326,480.922,501.79407,628.54407,542.45013,631.64105,608.4889,619.697,690.6842,1316.9275,1297.0468,1287.6519,1225.2812,1085.1725,1017.39496,879.7163,907.5805,487.2259,605.20825,634.5007,553.6966,957.51416,884.81323,1104.6848,1007.3718,6.2648716,0,0,7.4523125,1756.693,1588.0986,1561.9065,1659.3302,92.69082,106.58605,119.73821,88.22272,409.7556,372.12534,411.45596,596.7104,0,12.392761,0,26.568989,19.281487,10.861334,0,0,13.019114,15.399917,0,0,527.35126,525.00354,593.90027,721.9457,0,8.495789,0,0
"7059_459.295_14.128",2573.082,1889.0425,2271.2173,2254.221,173.49231,215.48349,0,151.302,2856.3845,2182.1814,2848.026,2532.207,1979.6904,1681.9988,2074.5645,2040.7175,13354.374,14955.868,15320.983,15026.863,3662.8433,3506.36,3264.8894,3070.8552,13989.03,14645.847,14873.919,14909.128,1222.1895,2813.2139,2702.556,2351.0034,1123.3289,1177.6586,1146.1674,675.9935,1731.4897,1746.541,3527.9355,3674.6816,0,0,16.080246,11.055523,11224.363,4789.327,5251.572,10146.978,1022.99274,1103.1254,973.982,949.21466,2305.299,2931.29,1276.5646,1530.1514,5.8943157,11.327298,0,0,0,0,0,0,10.104331,0,15.111519,11.679265,1963.6067,2303.159,1764.1353,1139.0635,0,0,0,0
"1242_460.27_7.167",0,3.7100244,0,0,5.2568827,9.43321,0,0,13.545738,0,0,0,128.32732,74.84242,99.74208,130.51176,0,26.885628,0,25.84209,34.630318,14.667042,20.112888,0,1298.6611,1063.3126,1097.8862,1091.2144,21.911854,10.094704,0,32.126392,20.408442,14.620605,0,0,28.319996,0,0,43.861034,7.763349,15.496288,0,0,0,0,0,0,98.26542,67.76221,125.82352,115.51462,46.15076,18.191414,0,0,0,10.886255,13.439531,17.330547,0,0,0,0,0,11.008614,19.355442,0,411.94485,399.32327,298.1642,410.88254,17.30501,7.3105383,0,0
"1756_460.289_7.8",306.6437,323.90765,273.27637,402.5951,174.32692,118.64803,0,214.47546,313.5673,2222.9817,2273.1255,408.01434,394.42035,428.71198,388.96985,486.41507,2615.549,2789.9136,2589.793,2862.4724,342.59668,324.61438,360.53223,316.0981,869.11554,2743.8425,3225.085,2735.651,398.91174,380.31323,334.80627,338.3669,250.90546,240.24908,226.88754,0,4251.9185,3600.4521,3935.7812,3224.153,0,0,0,11.491606,2629.3494,9632.865,9046.31,9326.25,422.8599,373.02792,382.16675,366.64032,3176.3188,3072.5957,3571.8582,3289.6084,0,0,0,0,0,0,0,0,0,0,0,0,557.2833,545.0538,652.57324,461.464,0,0,0,0
"3647_460.293_9.299",998.0006,892.3665,967.4016,804.9409,594.0049,604.0231,608.1964,562.2617,1608.4712,1585.9052,1616.006,1558.8285,1217.4952,1420.2483,1487.6697,1374.8883,2739.1755,2845.6726,2835.9553,2287.6206,2096.361,2051.895,1954.9324,2011.9777,3257.977,3197.9253,3279.3813,3228.9927,2069.2178,2089.0693,2130.7512,1697.3068,1457.198,1519.9955,1339.7261,1495.4277,2778.742,2875.1003,2594.5151,2935.9653,0,0,0,13.249964,5235.432,5166.2007,4957.847,5781.823,1228.8265,1190.1796,914.95654,1063.1523,2613.9333,2599.1812,2555.7842,2567.4026,0,0,0,0,0,0,0,0,11.964521,0,0,18.72023,2339.1733,2230.7734,2190.7085,2195.312,0,8.292435,0,0
"3625_460.294_9.297",986.82935,878.3729,919.8583,804.9409,637.6023,604.0231,608.1964,634.1681,1587.7269,1585.9052,1616.006,1447.6204,1352.853,1397.5671,1404.0806,1321.9121,2824.663,2845.6726,2835.9553,2765.8218,2096.361,2051.895,1839.4076,2011.9777,3257.977,3173.4673,3279.3813,3228.9927,2026.6942,2089.0693,2026.1042,1995.8422,1414.3417,1519.9955,1309.8116,1495.4277,2733.914,2828.1714,2594.5151,2815.71,0,0,13.369617,13.249964,5317.3467,5228.875,4957.847,5127.069,1217.158,1172.2096,1131.0267,955.5874,2625.312,2580.2524,2555.7842,2567.4026,0,0,9.824976,0,0,0,0,0,11.964521,0,0,0,2285.9055,2230.7734,2190.7085,2195.312,0,0,0,0
"7734_460.325_15.083",187.82726,86.4494,163.37677,152.66595,112.47823,120.77946,122.39965,99.83661,277.5249,343.81946,270.03488,318.33517,528.3134,833.30896,540.694,629.4755,834.0589,1193.5024,830.90045,978.4667,932.6272,751.77606,980.7607,1149.1448,1096.826,1054.0879,990.5775,1050.5663,1040.1046,1647.5472,1023.7745,1361.828,1007.3224,565.8152,544.48645,482.37137,1126.7963,748.587,706.8547,526.8817,6.8846307,54.614143,28.366714,21.651026,1097.6335,1022.8826,862.495,939.6231,189.22751,167.24306,211.80388,158.01244,289.5116,308.74396,260.57123,339.64075,0,46.490314,31.932684,0,0,75.84108,0,0,68.74237,46.515453,32.516968,0,633.53186,631.56085,541.7678,714.6761,0,62.151707,61.69156,42.517834
"9987_460.325_18.658",60.202766,13.0974455,19.969637,71.6019,31.691555,22.98303,0,13.224029,86.59779,79.80952,85.548,49.397385,77.63788,100.77898,25.974714,75.2121,412.9029,426.68866,535.4847,359.63165,171.66095,184.02371,148.22128,183.03769,700.4524,647.9469,692.18365,648.22876,164.9827,165.79858,132.65878,129.70474,47.676514,33.02685,0,53.11087,166.66058,81.55757,71.594925,143.34528,8.667257,9.926282,0,0,166.04869,155.61325,133.61488,126.93639,98.37179,100.18917,102.337326,102.1668,74.079926,73.89963,91.20862,0,0,0,0,0,0,5.4579268,22.117096,0,8.924552,0,0,0,61.368702,73.17891,49.974335,46.00032,7.241545,7.7018476,22.635365,12.239836
"7316_461.283_14.491",35.679695,17.389229,47.969593,28.214056,6.291399,25.007597,0,60.583435,158.7704,133.4144,158.17955,94.948235,984.7992,877.32623,820.6594,729.7742,162.01988,0,151.19835,0,150.09874,133.24203,117.34838,0,0,0,0,0,1048.7095,1098.2754,1143.2662,924.98236,90.33462,100.9543,164.29929,0,267.82822,462.6163,326.11377,238.8453,0,9.088319,0,0,0,0,0,0,49.959503,18.117414,0,0,50.213512,78.8235,0,78.36128,0,5.938731,0,0,0,0,0,0,0,10.442489,0,0,198.46542,132.94383,130.43346,200.58008,0,0,0,0
"8486_461.285_16.27",56.031376,11.207684,33.295235,0,50.903996,0,16.637413,0,125.309326,145.0357,152.3565,131.0349,406.5945,415.97125,386.30286,1052.108,214.40977,217.19417,183.46419,239.09508,144.34352,134.58583,141.60004,171.3256,163.62491,149.6621,173.86215,121.36238,1428.3109,1671.7744,1720.1736,1595.8313,69.21375,105.22063,78.12657,108.673004,319.97186,202.06966,236.00479,220.34396,0,6.6248856,0,0,244.69952,228.98512,219.16158,166.31445,45.55405,19.30199,16.046894,46.199036,109.44882,55.93317,64.46552,58.33275,9.047301,13.855406,30.124355,0,10.383859,9.3437,0,0,15.965815,14.514208,0,0,90.75842,153.92104,136.54292,77.91402,0,0,28.189362,0
